companyid;companyname;ticker;price;p_l;dy;p_vp;p_ebit;p_ativo;ev_ebit;margembruta;margemebit;margemliquida;p_sr;p_capitalgiro;p_ativocirculante;giroativos;roe;roa;roic;dividaliquidapatrimonioliquido;dividaliquidaebit;pl_ativo;passivo_ativo;liquidezcorrente;peg_ratio;receitas_cagr5;lucros_cagr5;liquidezmediadiaria;vpa;lpa;valormercado;segmentid;sectorid;subsectorid;subsectorname;segmentname;sectorname
246;LOCALIZA RENT A CAR S.A.;RENT3;60,94;42,09;1,85;2,58;12,23;0,88;17,54;29,04;19,78;5,75;2,42;249,89;-1,11;0,36;6,13;2,09;8,55;1,12;5,31;0,34;0,66;1,02;-2,62;24,03;25,03;343800877,68;23,59;1,45;65036323973,91;24;2,0;10,0;Diversos;Aluguel de carros;Consumo Cíclico
204;COSAN LOGISTICA S.A.;RLOG3;23,08;82,76;;4,26;5,17;0,23;12,09;34,71;29,67;1,85;1,53;1,49;-0,31;0,15;5,15;0,28;5,46;5,71;6,92;0,05;0,71;2,64;-2,42;50,58;4,37;;5,41;0,28;10691215482,28;16;1,0;6,0;Transporte;Transporte Ferroviário;Bens Industriais
478;RENOVA ENERGIA S.A.;RNEW11;4,09;0,55;;0,42;0,44;0,12;1,75;12,74;321,87;254,92;1,41;-0,91;-0,13;0,09;76,22;22,51;41,54;1,26;1,31;0,3;0,7;0,19;0,0;-22,41;;69445,71;9,71;7,4;340129793,35;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública
478;RENOVA ENERGIA S.A.;RNEW3;1,33;0,55;;0,42;0,43;0,12;1,75;12,74;321,87;254,92;1,4;-0,9;-0,13;0,09;76,22;22,51;41,54;1,26;1,31;0,3;0,7;0,19;0,0;-22,41;;245254,39;3,24;2,47;340129793,35;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública
478;RENOVA ENERGIA S.A.;RNEW4;1,33;0,54;;0,41;0,43;0,12;1,75;12,74;321,87;254,92;1,38;-0,89;-0,13;0,09;76,22;22,51;41,54;1,26;1,31;0,3;0,7;0,19;0,0;-22,41;;390084,84;3,24;2,47;340129793,35;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública
182;INDUSTRIAS ROMI S.A.;ROMI3;12,65;4,84;7,7;0,99;3,99;0,49;5,75;33,04;19,2;15,83;0,77;1,42;-1,28;0,64;20,47;10,2;11,62;0,44;1,76;0,5;0,5;2,31;0,35;18,8;43,87;3715426,23;12,78;2,62;1124260350,15;8;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Industriais;Bens Industriais
324;ALFA HOLDINGS S.A.;RPAD3;7,94;20,11;;0,61;25,74;0,61;23,17;;;;;11,67;-0,64;0,0;3,04;3,02;2,27;-0,06;-2,36;1,0;0,0;12,57;-0,43;;-5,15;6689,22;13,0;0,39;666963326,68;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros
324;ALFA HOLDINGS S.A.;RPAD5;7,8;19,76;6,4;0,6;25,28;0,6;23,17;;;;;11,47;-0,63;0,0;3,04;3,02;2,27;-0,06;-2,36;1,0;0,0;12,57;-0,42;;-5,15;23941,08;13,0;0,39;666963326,68;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros
324;ALFA HOLDINGS S.A.;RPAD6;7,46;18,9;;0,57;24,18;0,57;23,17;;;;;10,97;-0,61;0,0;3,04;3,02;2,27;-0,06;-2,36;1,0;0,0;12,57;-0,4;;-5,15;5004,88;13,0;0,39;666963326,68;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros
410;REFINARIA DE PETROLEOS MANGUINHOS S.A.;RPMG3;2,05;-0,17;;-0,03;-0,14;0,02;-0,14;-13,15;-20,51;-16,72;0,03;-0,03;-0,37;0,83;-16,32;-13,94;20,03;;0,0;-0,85;1,85;0,55;0,02;48,3;;14206,68;-74,73;-12,19;138767839,45;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis
650;3R PETROLEUM ÓLEO E GÁS S.A;RRRP3;29,64;-195,15;;1,38;11,71;0,37;24,37;31,72;14,54;-0,87;1,7;124,52;-0,43;0,22;-0,71;-0,19;3,11;1,5;12,66;0,27;0,73;1,02;1,67;118,19;;187414780,9;21,61;-0,15;7177949166,57;76;6,0;35,0;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis
241;ROSSI RESIDENCIAL S.A.;RSID3;3,67;-0,14;;-0,06;-0,24;0,12;-2,22;125,92;660,98;1099,95;;-0,06;-0,25;-0,08;-41,43;-82,6;50,63;;-1,98;-1,99;3,0;0,22;0,0;;;262339,13;-62,42;-25,86;74200000,0;23;2,0;9,0;Construção Civil;Incorporações;Consumo Cíclico
193;METALURGICA RIOSULENSE S.A.;RSUL3;0,0;0,0;;0,0;0,0;0,0;1,48;41,84;27,58;16,95;0,0;0,0;0,0;1,02;34,14;17,29;36,19;-0,3;-0,54;0,51;0,49;2,32;0,0;26,29;10,59;;29,31;10,01;199618000,0;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais
193;METALURGICA RIOSULENSE S.A.;RSUL4;80,3;8,0;3,64;2,73;4,91;1,38;1,48;41,84;27,58;16,95;1,36;4,51;-3,0;1,02;34,14;17,29;36,19;-0,3;-0,54;0,51;0,49;2,32;-4,69;26,29;10,59;154417,93;29,31;10,01;199618000,0;11;1,0;4,0;Material de Transporte;Material Rodoviário;Bens Industriais
343;BCO SANTANDER (BRASIL) S.A.;SANB11;29,96;12,01;5,57;0,99;18,51;0,1;18,48;16,51;6,05;9,32;1,12;;-0,1;0,09;8,25;0,83;;;;0,1;0,9;;-0,3;10,04;0,94;50409989,26;30,24;2,49;112178024522,96;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros
343;BCO SANTANDER (BRASIL) S.A.;SANB3;14,0;11,23;5,67;0,93;17,3;0,09;18,48;16,51;6,05;9,32;1,05;;-0,1;0,09;8,25;0,83;;;;0,1;0,9;;-0,28;10,04;0,94;1437243,55;15,12;1,25;112178024522,96;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros
343;BCO SANTANDER (BRASIL) S.A.;SANB4;15,96;12,8;5,47;1,06;19,72;0,11;18,48;16,51;6,05;9,32;1,19;;-0,11;0,09;8,25;0,83;;;;0,1;0,9;;-0,32;10,04;0,94;1562393,65;15,12;1,25;112178024522,96;54;4,0;24,0;Intermediários Financeiros;Bancos;Financeiro e Outros
443;CIA SANEAMENTO DO PARANA - SANEPAR;SAPR11;28,88;5,86;5,25;0,92;3,89;0,48;5,83;60,1;36,99;24,53;1,44;11,06;-0,56;0,33;15,68;8,13;11,45;0,46;1,96;0,52;0,48;1,41;0,19;7,96;16,77;26711944,06;31,42;4,93;8689431734,25;84;10,0;43,0;Água e Saneamento;Água e Saneamento;Utilidade Pública
443;CIA SANEAMENTO DO PARANA - SANEPAR;SAPR3;5,48;5,56;5,12;0,87;3,69;0,45;5,83;60,1;36,99;24,53;1,36;10,49;-0,53;0,33;15,68;8,13;11,45;0,46;1,96;0,52;0,48;1,41;0,18;7,96;16,77;1494485,77;6,28;0,99;8689431734,25;84;10,0;43,0;Água e Saneamento;Água e Saneamento;Utilidade Pública
443;CIA SANEAMENTO DO PARANA - SANEPAR;SAPR4;5,81;5,89;5,31;0,92;3,91;0,48;5,83;60,1;36,99;24,53;1,45;11,12;-0,56;0,33;15,68;8,13;11,45;0,46;1,96;0,52;0,48;1,41;0,19;7,96;16,77;11336400,26;6,28;0,99;8689431734,25;84;10,0;43,0;Água e Saneamento;Água e Saneamento;Utilidade Pública
483;GRUPO SBF SA;SBFG3;11,51;15,36;1,18;1,14;5,51;0,34;11,32;47,85;7,45;2,67;0,41;1,59;-0,7;0,83;7,42;2,22;8,13;1,2;5,81;0,3;0,7;1,71;-0,32;26,04;-5,21;20369192,06;10,1;0,75;2807297049,6;21;2,0;8,0;Comércio;Produtos Diversos;Consumo Cíclico
441;CIA SANEAMENTO BASICO EST SAO PAULO;SBSP3;76,68;17,59;1,66;1,77;9,98;0,89;13,03;35,05;21,66;12,29;2,16;-4185,56;-1,01;0,41;10,07;5,05;8,62;0,54;3,05;0,5;0,5;1,0;-8,0;8,59;3,41;172741918,48;43,3;4,36;52391031458,85;84;10,0;43,0;Água e Saneamento;Água e Saneamento;Utilidade Pública
314;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;SCAR3;26,57;40,51;;1,01;5,35;0,44;10,76;47,81;36,38;4,81;1,95;1,6;-0,67;0,23;2,48;1,08;7,97;1,02;5,41;0,44;0,56;4,63;-0,26;-6,96;-20,5;540735,87;26,43;0,66;1534080565,83;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros
255;SOMOS EDUCAÇÃO S.A.;SEDU3;23,8;-13,36;;15,0;-21,89;1,53;-27,94;48,36;-15,73;-25,77;3,44;57,9;-2,27;0,44;-112,29;-11,46;-13,15;4,15;-6,05;0,1;0,9;1,09;0,01;12,49;;;1,59;-1,78;6238667820,0;26;2,0;10,0;Diversos;Serviços Educacionais;Consumo Cíclico
254;SER EDUCACIONAL S.A.;SEER3;6,65;-5,38;;0,71;12,36;0,25;19,87;50,44;3,87;-8,88;0,48;10,53;-0,32;0,52;-13,22;-4,64;3,35;0,43;7,55;0,35;0,65;1,13;-0,08;6,36;;8024364,26;9,35;-1,24;853423942,8;26;2,0;10,0;Diversos;Serviços Educacionais;Consumo Cíclico
639;SEQUOIA LOGISTICA E TRANSPORTES S.A;SEQL3;0,55;-0,4;;1,53;-0,62;0,11;-3,75;5,07;-29,02;-45,21;0,18;-0,81;-0,15;0,63;-382,42;-28,65;-31,37;7,68;-3,13;0,07;0,93;0,64;0,0;;;11316592,77;0,36;-1,38;193523679,8;108;1,0;6,0;Transporte;Logística;Bens Industriais
268;SPRINGS GLOBAL PARTICIPACOES S.A.;SGPS3;1,22;-0,08;;0,37;-0,16;0,02;-2,39;2,36;-39,02;-77,23;0,06;-0,07;-0,03;0,39;-470,13;-30,47;-33,93;5,3;-2,23;0,06;0,94;0,45;0,0;-2,95;;1481242,1;3,31;-15,56;61000000,0;33;2,0;13,0;Tecidos. Vestuário e Calçados;Fios e Tecidos;Consumo Cíclico
489;T4F ENTRETENIMENTO S.A.;SHOW3;2,05;8,78;;0,9;2,19;0,2;-0,27;26,58;15,48;3,86;0,34;4,83;-0,64;0,58;10,3;2,25;33,65;-1,02;-2,46;0,22;0,77;1,06;-0,04;-12,84;-18,71;396256,32;2,27;0,23;138195889,45;40;2,0;15,0;Viagens e Lazer;Produção de Eventos e Shows;Consumo Cíclico
188;SCHULZ S.A.;SHUL3;111,89;129,2;0,19;31,86;112,72;16,67;52,1;27,03;17,56;15,32;19,79;42,23;-48,65;0,84;24,66;12,9;16,38;-0,02;-0,06;0,52;0,48;2,5;5,47;24,97;50,47;;3,51;0,87;18503239734,84;9;1,0;3,0;Máquinas e Equipamentos;Motores . Compressores e Outros;Bens Industriais
188;SCHULZ S.A.;SHUL4;6,88;7,99;3,32;1,97;6,97;1,03;52,1;27,03;17,56;15,32;1,22;2,61;-3,01;0,84;24,66;12,9;16,38;-0,02;-0,06;0,52;0,48;2,5;0,34;24,97;50,47;2404387,29;3,51;0,87;18503239734,84;9;1,0;3,0;Máquinas e Equipamentos;Motores . Compressores e Outros;Bens Industriais
210;SIMPAR S.A.;SIMH3;8,63;140,62;0,22;2,09;1,32;0,12;7,3;28,13;18,02;0,17;0,24;0,87;-0,17;0,49;1,48;0,08;10,67;9,48;5,98;0,06;0,89;1,75;-1,56;27,43;;26283489,32;4,17;0,06;7310916966,48;53;4,0;23,0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros
283;SLC AGRICOLA S.A.;SLCE3;18,77;7,24;7,2;1,6;3,52;0,5;4,97;31,62;24,57;11,95;0,87;2,12;-0,97;0,58;22,13;6,95;18,45;0,66;1,45;0,31;0,67;1,97;-0,52;34,0;26,41;60708196,19;11,72;2,59;8330165363,64;42;3,0;16,0;Agropecuária;Agricultura;Consumo não Cíclico
220;SARAIVA S.A. LIVREIROS EDITORES;SLED3;3,21;0,45;;-0,08;0,56;0,48;0,95;47,85;73,94;92,71;0,42;-0,2;-0,72;1,15;-18,07;107,04;-15,91;;0,65;-5,92;6,92;0,12;-0,02;-45,03;;4387,67;-39,57;7,15;16497692,59;21;2,0;8,0;Comércio;Produtos Diversos;Consumo Cíclico
220;SARAIVA S.A. LIVREIROS EDITORES;SLED4;1,6;0,22;;-0,04;0,28;0,24;0,95;47,85;73,94;92,71;0,21;-0,1;-0,36;1,15;-18,07;107,04;-15,91;;0,65;-5,92;6,92;0,12;-0,01;-45,03;;207054,67;-39,57;7,15;16497692,59;21;2,0;8,0;Comércio;Produtos Diversos;Consumo Cíclico
569;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;SMFT3;25,19;32,59;1,4;3,13;21,29;1,12;22,35;40,84;32,69;21,35;6,96;13,36;-1,52;0,16;9,59;3,43;7,57;0,15;1,01;0,36;0,64;1,47;-0,12;31,49;;56285725,39;8,04;0,77;14773305682,8;101;2,0;15,0;Viagens e Lazer;Atividades Esportivas;Consumo Cíclico
249;SMILES FIDELIDADE S.A.;SMLS3;22,4;10,78;;4,09;10,17;1,02;9,93;85,18;41,42;39,07;4,21;18,78;-2,54;0,24;37,96;9,43;24,47;-0,1;-0,24;0,25;0,75;1,1;-0,33;;;;5,47;2,08;2781160547,2;25;2,0;10,0;Diversos;Programas de Fidelização;Consumo Cíclico
286;SAO MARTINHO S.A.;SMTO3;26,72;7,8;4,62;1,61;4,03;0,51;6,82;30,78;37,91;19,59;1,53;3,1;-0,72;0,33;20,63;6,48;13,31;1,11;2,79;0,31;0,69;2,17;-0,77;14,04;19,93;57725379,1;16,7;3,45;9505204183,65;43;3,0;17,0;Alimentos Processados;Açucar e Alcool;Consumo não Cíclico
380;SANSUY S.A. INDUSTRIA DE PLASTICOS;SNSY3;9,0;-0,2;;-0,03;1,02;0,11;3,75;25,14;6,63;-33,1;0,07;3,94;-0,28;1,7;-15,19;-56,19;-3,24;;2,23;-3,7;4,73;1,05;0,0;16,67;;16715,3;-245,68;-37,32;87629730,4;66;5,0;31,0;Materiais Diversos;Materiais Diversos;Materiais Básicos
380;SANSUY S.A. INDUSTRIA DE PLASTICOS;SNSY5;4,46;-0,12;;-0,02;0,59;0,07;3,75;25,14;6,63;-33,1;0,04;2,28;-0,16;1,7;-15,19;-56,19;-3,24;;2,23;-3,7;4,73;1,05;0,0;16,67;;60085,39;-245,68;-37,32;87629730,4;66;5,0;31,0;Materiais Diversos;Materiais Diversos;Materiais Básicos
380;SANSUY S.A. INDUSTRIA DE PLASTICOS;SNSY6;13,33;-0,36;;-0,05;1,78;0,2;3,75;25,14;6,63;-33,1;0,12;6,92;-0,49;1,7;-15,19;-56,19;-3,24;;2,23;-3,7;4,73;1,05;-0,01;16,67;;;-245,68;-37,32;87629730,4;66;5,0;31,0;Materiais Diversos;Materiais Diversos;Materiais Básicos
768;BOA SAFRA SEMENTES S.A.;SOJA3;16,08;9,76;5,99;2,03;8,16;0,75;7,79;15,15;11,93;9,98;0,97;1,84;-2,73;0,77;20,81;7,66;10,68;-0,1;-0,4;0,37;0,5;2,27;0,21;53,23;;3338186,71;7,89;1,64;1883616442,08;42;3,0;16,0;Agropecuária;Agricultura;Consumo não Cíclico
614;GRUPO DE MODA SOMA S.A.;SOMA3;7,1;18,41;1,41;0,74;13,28;0,52;16,07;56,57;8,12;5,86;1,08;3,87;-0,76;0,49;4,0;2,84;3,69;0,15;2,72;0,71;0,29;1,76;-27,74;36,69;30,81;114994107,68;9,73;0,39;5658028559,33;22;2,0;8,0;Comércio;Tecidos. Vestuário e Calçados;Consumo Cíclico
165;SONDOTECNICA ENGENHARIA SOLOS S.A.;SOND3;46,01;9,09;12,04;1,97;4,21;1,17;3,95;39,48;15,86;7,34;0,67;3,45;-3,02;1,76;21,62;12,89;25,53;-0,45;-0,97;0,6;0,4;2,25;-0,89;23,5;31,16;;23,41;5,06;132278741,0;3;1,0;2,0;Construção e Engenharia;Engenharia Consultiva;Bens Industriais
165;SONDOTECNICA ENGENHARIA SOLOS S.A.;SOND5;54,0;10,67;11,29;2,31;4,94;1,38;3,95;39,48;15,86;7,34;0,78;4,05;-3,54;1,76;21,62;12,89;25,53;-0,45;-0,97;0,6;0,4;2,25;-1,05;23,5;31,16;10800,0;23,41;5,06;132278741,0;3;1,0;2,0;Construção e Engenharia;Engenharia Consultiva;Bens Industriais
165;SONDOTECNICA ENGENHARIA SOLOS S.A.;SOND6;57,99;11,46;10,51;2,48;5,3;1,48;3,95;39,48;15,86;7,34;0,84;4,35;-3,8;1,76;21,62;12,89;25,53;-0,45;-0,97;0,6;0,4;2,25;-1,12;23,5;31,16;11408,5;23,41;5,06;132278741,0;3;1,0;2,0;Construção e Engenharia;Engenharia Consultiva;Bens Industriais
323;SPRINGER S.A.;SPRI3;21,72;-3,32;;2,45;-3,0;2,36;-2,46;;;;;4,61;-4,93;0,0;-73,82;-71,18;-81,66;-0,14;0,17;0,96;0,04;66,47;-0,01;;;;8,86;-6,54;48073731,88;53;;;;;
323;SPRINGER S.A.;SPRI5;8,52;-1,3;;0,96;-1,18;0,93;-2,46;;;;;1,81;-1,93;0,0;-73,82;-71,18;-81,66;-0,14;0,17;0,96;0,04;66,47;0,0;;;;8,86;-6,54;48073731,88;53;;;;;
323;SPRINGER S.A.;SPRI6;11,0;-1,68;;1,24;-1,52;1,2;-2,46;;;;;2,34;-2,49;0,0;-73,82;-71,18;-81,66;-0,14;0,17;0,96;0,04;66,47;0,0;;;;8,86;-6,54;48073731,88;53;;;;;
354;LONGDIS S.A.;SPRT3B;76,4;1090,85;;6770,92;772,64;5953,08;772,51;;;;;6770,92;;0,0;620,7;545,73;876,33;-1,14;-0,13;0,88;0,12;8,28;-8,9;;;;0,01;0,07;370531748,8;57;4,0;25,0;Outros;Outros;Financeiro e Outros
434;SINQIA S.A.;SQIA3;27,37;-110,33;0,2;3,7;55,72;1,49;60,18;42,19;6,45;-3,26;3,59;25,87;-1,84;0,41;-3,35;-1,35;3,18;0,3;4,46;0,4;0,58;1,43;0,44;35,51;;39651585,0;7,4;-0,25;2406971773,64;82;8,0;41,0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação
835;SERENA ENERGIA S.A.;SRNA3;9,4;113,26;;1,15;7,13;0,33;17,67;32,08;29,57;1,86;2,11;-2,5;-0,37;0,15;1,02;0,29;5,17;1,71;10,54;0,28;0,72;0,48;;;;9287201,06;8,16;0,08;5859894531,96;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública
200;SANTOS BRASIL PARTICIPACOES S.A.;STBP3;9,23;19,83;4,29;3,64;12,87;1,74;12,64;46,64;31,99;20,77;4,12;34,97;-2,15;0,42;18,36;8,77;19,96;-0,07;-0,24;0,48;0,52;1,35;-15,03;18,58;;32366502,0;2,54;0,47;7976292505,87;14;1,0;6,0;Transporte;Serviços de Apoio e Armazenagem;Bens Industriais
570;STATKRAFT ENERGIAS RENOVAVEIS S.A.;STKF3;0,0;0,0;;0,0;0,0;0,0;2,81;52,55;42,44;41,5;0,0;0,0;0,0;0,17;10,84;7,05;6,09;0,31;2,81;0,65;0,35;1,72;0,0;22,63;114,96;;5,7;0,62;0,0;101;2,0;15,0;Viagens e Lazer;Atividades Esportivas;Consumo Cíclico
179;STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS;STTR3;0,0;0,0;;0,0;0,0;0,0;-0,22;31,37;17,25;14,11;0,0;0,0;0,0;1,27;32,1;17,86;25,38;-0,09;-0,22;0,56;0,44;2,46;0,0;22,02;;;2,91;0,94;0,0;7;1,0;3,0;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas;Bens Industriais
362;SUL AMERICA S.A.;SULA11;22,25;52,23;;1,13;-12,92;0,31;6,54;4,25;-3,34;0,83;0,43;0,85;-0,91;0,73;2,17;0,6;-8,72;-1,71;19,47;0,28;0,72;2,29;-0,94;4,58;-23,56;;19,64;0,43;9475042424,17;59;4,0;26,0;Previdência e Seguros;Seguradoras;Financeiro e Outros
362;SUL AMERICA S.A.;SULA3;7,43;52,32;;1,13;-12,95;0,31;6,54;4,25;-3,34;0,83;0,43;0,85;-0,91;0,73;2,17;0,6;-8,72;-1,71;19,47;0,28;0,72;2,29;-0,95;4,58;-23,56;;6,55;0,14;9475042424,17;59;4,0;26,0;Previdência e Seguros;Seguradoras;Financeiro e Outros
362;SUL AMERICA S.A.;SULA4;7,63;53,73;;1,17;-13,3;0,32;6,54;4,25;-3,34;0,83;0,44;0,88;-0,93;0,73;2,17;0,6;-8,72;-1,71;19,47;0,28;0,72;2,29;-0,97;4,58;-23,56;;6,55;0,14;9475042424,17;59;4,0;26,0;Previdência e Seguros;Seguradoras;Financeiro e Outros
378;SUZANO S.A.;SUZB3;52,68;4,1;2,2;1,67;4,27;0,49;7,82;42,65;37,39;38,93;1,6;2,84;-0,68;0,31;40,79;12,03;9,58;1,39;3,55;0,29;0,7;2,82;-0,62;36,49;56,62;228185436,0;31,54;12,86;69900168895,85;65;5,0;30,0;Madeira e Papel;Papel e Celulose;Materiais Básicos
307;SYN PROP E TECH S.A.;SYNE3;4,4;-17,28;;0,45;4,95;0,17;9,89;50,09;32,3;-9,25;1,6;2,09;-0,19;0,11;-2,6;-0,97;2,94;0,45;4,94;0,38;0,36;4,01;0,17;1,23;;1493119,61;9,9;-0,26;677741335,8;51;4,0;22,0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros
480;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;TAEE11;37,36;11,25;6,0;1,93;6,98;0,66;11,53;68,87;71,85;44,57;5,01;4,83;-0,85;0,13;17,2;5,89;10,64;1,26;4,55;0,34;0,66;2,71;-0,29;19,43;12,03;52968719,32;19,31;3,32;12870479165,52;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública
480;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;TAEE3;12,35;11,17;6,04;1,92;6,93;0,66;11,53;68,87;71,85;44,57;4,98;4,8;-0,84;0,13;17,2;5,89;10,64;1,26;4,55;0,34;0,66;2,71;-0,29;19,43;12,03;1347572,58;6,44;1,11;12870479165,52;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública
480;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;TAEE4;12,52;11,32;5,96;1,95;7,02;0,67;11,53;68,87;71,85;44,57;5,04;4,86;-0,85;0,13;17,2;5,89;10,64;1,26;4,55;0,34;0,66;2,71;-0,3;19,43;12,03;2544775,42;6,44;1,11;12870479165,52;85;10,0;44,0;Energia Elétrica;Energia Elétrica;Utilidade Pública
